Id,X1,X2
116,66.1736195,26.43788273
117,44.97293903,21.95989791
118,55.24871337,28.17156125
119,53.35213287,31.32731769
120,54.67699877,26.65325759
121,55.1536713,23.67927334
122,60.03409143,22.86123422
123,48.67306945,19.43850568
124,48.18158035,22.51148037
125,48.77507646,18.90156572
126,64.27228019,33.29026109
127,62.81955307,33.65375563
128,59.43847682,24.00286619
129,48.20780553,18.16841018
130,51.05192313,28.19919952
131,64.72274922,32.23283926
132,50.00037032,24.31439836
133,60.40556811,28.59350867
134,51.42139845,18.13775746
135,59.2802197,28.42439912
136,54.39681928,15.88117414
137,48.43486508,17.9942759
138,47.14816841,21.81305814
139,50.86236995,19.64423678
140,49.95627956,19.97572505
141,60.16941092,28.21745526
142,59.23517987,22.21703518
143,49.09211758,26.58719405
144,49.13242005,18.88280149
145,50.15814459,18.75170486
146,52.52458934,19.30733047
147,47.81719711,19.62694752
148,53.72121189,21.54085999
149,58.23553483,27.09196673
150,49.14941067,17.92359541
151,74.61759288,52.08739806
152,92.4664419,60.72261283
153,80.03359549,58.87296016
154,84.90655598,72.42568068
155,73.79720224,50.74704736
156,64.28525475,44.46153789
157,81.30793506,43.87009674
158,73.58885529,55.72861753
159,77.84730646,48.3449743
160,80.16084849,44.45216865
161,75.86362658,32.04633336
162,83.91700512,36.76101568
163,65.00529258,45.9203902
164,86.22281738,49.75743549
165,79.53190142,54.87588428
166,88.67179151,64.31467492
167,84.72285972,42.37728124
168,83.02589488,60.42233229
169,80.2106749,43.52755585
170,70.20104439,36.79331348
171,80.39684385,55.46111804
172,83.37675364,40.80172864
173,73.79367595,43.28433154
174,74.33157494,43.9400424
175,89.98512867,57.46236699
176,93.99142439,61.06094525
177,81.91356888,61.97167848
178,83.66755252,43.85254351
179,68.93676099,40.37831493
180,77.23599364,54.85355887
181,75.98575676,67.47982378
182,84.49571559,57.93854934
183,83.42388742,51.77904465
184,78.06956633,54.27119638
185,80.58705379,38.45696846
186,85.6387267,51.95084249
187,80.8113566,50.1742831
188,88.86170272,44.75611007
189,71.73580697,53.06107977
190,74.17730726,38.74866878
191,80.28611388,41.97717464
192,80.08625345,60.05272512
193,79.04111747,51.17837932
194,79.8296808,50.31137754
195,76.77046425,49.77857983
196,88.98116858,62.26464153
197,79.39195416,50.66539609
198,77.65819913,54.91239819
199,84.47845691,48.86622585
200,71.35500403,43.27576039
201,76.66421252,51.43430306
202,90.20097244,59.91882425
203,90.74782472,48.59926644
204,62.80181766,42.75074908
205,81.40266131,50.0489171
206,85.3157191,53.70714024
207,79.67330478,49.23706259
208,96.79309089,48.69443495
209,84.80344835,44.39188479
210,71.0067745,42.35463364
211,81.58834433,58.52844842
212,85.89078058,49.3850169
213,88.06325654,51.58875241
214,89.79274881,56.95620858
215,78.39670752,53.71827601
216,72.44642419,33.72327129
217,80.38924775,51.32805104
218,78.51944043,29.41112736
219,72.72587766,48.03089913
220,86.04618812,58.3991045
221,64.57947966,37.97286039
222,76.07014961,54.12688082
223,76.2575604,44.55874204
224,77.04853052,48.06939825
225,83.70325665,60.32006999
226,90.05501544,49.0514434
227,88.40808608,61.26011515
228,79.15484925,35.62677619
229,70.04457164,45.42174534
230,74.18724359,44.06220564
231,72.64274509,53.38732074
232,80.53752516,36.40314737
233,70.35041808,45.86443717
234,80.86167056,36.53821499
235,79.10595343,58.59680261
236,82.95024403,55.19978781
237,72.23722581,67.47703847
238,95.29576594,74.53421696
239,78.95485829,48.3447879
240,75.27164411,62.31933739
241,98.84253334,80.06064513
242,81.84580183,56.1211034
243,70.98294238,55.33775757
244,78.18650394,38.41995375
245,70.95827195,49.05066795
246,68.54129457,35.64918899
247,72.91770037,34.15182298
248,75.04348524,48.0888062
249,85.44928821,50.43840304
250,80.85216485,49.94311776
251,84.53968284,41.70564961
252,65.66253753,35.92110001
253,78.65372479,59.63452966
254,84.51588709,52.93775564
255,89.08091811,65.04730667
256,67.14975992,34.40245208
257,80.54663337,45.83494442
258,93.08150758,64.03975362
259,80.80716069,50.97736317
260,91.51901453,60.29024658
261,87.07181764,52.67926973
262,84.73622042,48.51955338
263,90.1598115,55.02741692
264,74.91299619,29.75336433
265,77.2618572,47.41091648
266,81.69137484,56.83091364
267,82.55705549,65.93164227
268,83.63207072,57.61160192
269,76.86898123,54.72708647
270,88.96913719,58.84051278
271,79.15702536,50.76720512
272,70.56598297,41.94711152
273,75.28135641,52.93786107
274,79.27211445,48.34384388
275,79.49803579,55.23286059
276,71.76743912,50.67806805
277,77.45061936,60.38606464
278,97.88205259,64.81861349
279,65.7340733,36.1695588
280,80.05041433,57.67521311
281,74.17094725,44.49878395
282,73.42571713,46.25064967
283,66.7026521,35.24011536
284,76.9379389,48.69924619
285,79.25212472,54.93561426
286,66.07158207,40.8129759
287,95.31833949,64.97537891
288,74.79794124,43.57879833
289,59.17481374,34.35072261
290,83.05960381,46.37415814
291,86.40986741,76.60380459
292,87.99123525,65.53441281
293,86.55170749,62.32267098
294,80.49368688,60.07273885
295,84.1952247,53.18431284
296,70.26277943,50.96513668
297,77.77652154,31.63696146
298,67.97783818,28.98721044
299,80.65379193,33.98777523
300,71.99074963,32.01696529
301,37.58952666,26.7938007
302,57.93159904,42.19921117
303,53.48011477,43.34859173
304,56.55292174,48.92942642
305,59.20258722,47.23628859
306,54.10822783,42.91792967
307,55.64470373,44.0363027
308,48.6799376,32.7901179
309,60.59743867,53.34682913
310,36.61716324,26.57060149
311,35.87289079,25.55549728
312,43.7491038,26.95429637
313,62.10656964,42.2147438
314,44.76669043,28.69698254
315,50.18997867,34.26637572
316,55.63313777,36.0999908
317,44.88647227,37.62158702
318,30.79563909,27.19492355
319,55.24879669,52.1552937
320,50.17103839,38.73285878
321,53.88738324,44.16189146
322,42.30132199,47.03828187
323,49.55576673,32.72485114
324,50.1104293,41.3798426
325,55.71280156,46.6369543
326,40.30548583,26.9606166
327,37.93540544,34.16359763
328,57.36336937,52.18134227
329,46.42036572,30.12683102
330,55.72986944,35.0398817
331,41.67116371,26.86153104
332,57.0581468,43.57366279
333,49.41573413,49.13207246
334,51.05028245,35.1356367
335,64.39343671,49.47545023
336,45.31109395,36.84840633
337,48.43374336,37.19187736
338,60.56491157,46.38651319
339,59.4341733,38.10316399
340,52.97658043,49.64093364
341,63.4935044,49.01752659
342,55.67834808,38.39204091
343,57.28320234,42.81171579
344,46.21782774,34.14012521
345,52.91364865,44.08805656
346,48.24222104,37.1138819
347,61.66526652,47.918471
348,46.58715282,42.39922557
349,46.73604567,43.38967022
350,47.94825503,41.80496526
351,31.28873704,27.4750611
352,38.09446391,36.39940877
353,68.07430588,52.07750683
354,52.47057708,47.99392671
355,48.84918245,41.61592613
356,45.62677362,41.6625387
357,50.29137777,37.38699387
358,54.66459987,42.13225917
359,59.00751671,43.1519861
360,41.61613404,33.38050413
361,52.51422969,35.67464599
362,41.34076641,29.6473801
363,43.20849279,39.93428852
364,56.94380826,41.0824669
365,43.88707662,24.58272972
366,59.62830735,46.04793858
367,57.26367244,50.49054526
368,46.09684623,43.38376985
369,52.04166921,42.04171075
370,55.8351813,54.15035204
371,40.63030245,40.02947316
372,45.25513758,30.72728762
373,40.84889709,31.59965318
374,41.83933089,33.26570854
375,43.04336145,35.99517616
376,56.4254812,39.56990761
377,38.68991368,36.57442481
378,46.75781156,38.96159998
379,52.72501648,39.77042978
380,41.54389989,28.99436855
381,58.46968102,52.88210224
382,59.24439679,50.56985954
383,36.44931715,26.12911325
384,51.30604594,31.80924438
385,47.60365412,36.76496253
386,49.35326508,43.03346703
387,44.92934529,27.60535257
388,43.66677678,40.28456863
389,57.17350835,44.84690069
390,60.64497694,44.7175108
391,48.33211715,44.82920307
392,53.34975439,41.84574933
393,48.04539544,32.39767737
394,49.98942196,33.59242225
395,62.70846107,45.31990282
396,55.93055135,35.57479268
397,45.65386297,34.05181162
398,59.36051357,55.19234142
399,43.63171867,37.2952344
400,60.11894918,47.20272127
401,49.70755882,48.67981465
402,54.15674534,41.72994828
403,44.47275077,40.50290187
404,53.75047449,49.43983045
405,39.14640981,26.04994817
406,41.19979179,33.65075112
407,45.88320149,40.19274715
408,49.23408082,42.95268189
409,54.76867968,37.16200557
410,44.02371115,41.24638538
411,48.19796098,37.38567982
412,52.05253899,44.93999496
413,53.66107055,27.09321564
414,33.77215024,22.97178815
415,55.20887639,35.34184311
416,58.67588027,44.64290993
417,52.60036494,51.83927026
418,49.36639703,36.34954539
419,51.54308592,37.72011766
420,60.96317734,51.96867107
421,39.80572382,39.90693385
422,55.45071844,33.17114708
423,52.96062226,44.34600783
424,41.36211966,38.47563429
425,50.21278202,33.08985343
426,53.38260376,45.15194436
427,45.48818192,33.60898057
428,51.06643534,45.63560182
429,36.27080471,35.07996041
430,34.98492814,24.36739381
431,56.60273243,42.9975302
432,48.99448059,38.98635094
433,46.94528367,36.46672182
434,46.87412633,35.27444372
435,58.28314654,46.87111264
436,41.43641292,32.03420379
437,56.05083228,48.42140152
438,40.42649342,33.62016174
439,45.07199563,42.46398088
440,44.34790277,42.00633331
441,51.89365201,46.59308964
442,35.08895846,27.77325304
443,47.03969108,38.96676116
444,45.53988647,42.03028475
445,51.4817248,46.7337294
446,62.35142793,45.072465
447,43.98394722,31.22402952
448,53.09841539,41.92920953
449,53.15603897,43.62786624
450,55.91372079,51.78719413
